gene_accession,UK044D2T0_GuelphTEAMR_S16_L002,UK015H1T0_GuelphTEAMR_S58_L001,UK047D1T0_GuelphTEAMR_S19_L002,PT125H2T1_GuelphTEAMR_S46_L002,UK034H1T0_GuelphTEAMR_S8_L002,PT120D1T1_GuelphTEAMR_S39_L002,UK031D1T0_GuelphTEAMR_S5_L002,PT218D1T1_GuelphTEAMR_S63_L002,PT218H1T0_GuelphTEAMR_S60_L002,PT015H2T0_GuelphTEAMR_S9_L001,PT021D2T0_GuelphTEAMR_S20_L001,UK018D1T0_GuelphTEAMR_S62_L001,PT120D1T0_GuelphTEAMR_S34_L002,PT114D1T0_GuelphTEAMR_S24_L002,UK018H1T0_GuelphTEAMR_S61_L001,PT221D1T1_GuelphTEAMR_S69_L002,PT015H4T0_GuelphTEAMR_S11_L001,PT023H2T0_GuelphTEAMR_S22_L001,UK028D1T0_GuelphTEAMR_S3_L002,PT120H1T0_GuelphTEAMR_S32_L002,UK002H2T0_GuelphTEAMR_S46_L001,PT221H2T1_GuelphTEAMR_S68_L002,UK036H1T0_GuelphTEAMR_S10_L002,PT114H1T0_GuelphTEAMR_S22_L002,PT051H1T0_GuelphTEAMR_S33_L001,PT114D1T1_GuelphTEAMR_S27_L002,PT221H1T1_GuelphTEAMR_S67_L002,PT021H2T0_GuelphTEAMR_S18_L001,PT024D1T0_GuelphTEAMR_S26_L001,UK014D1T0_GuelphTEAMR_S57_L001,PT120D2T0_GuelphTEAMR_S35_L002,UK008D1T0_GuelphTEAMR_S52_L001,PT205H4T1_GuelphTEAMR_S58_L002,UK008H1T0_GuelphTEAMR_S51_L001,PT017D1T0_GuelphTEAMR_S14_L001,PT120H1T1_GuelphTEAMR_S37_L002,PT012D1T0_GuelphTEAMR_S5_L001,PT021D1T0_GuelphTEAMR_S19_L001,PT053H1T0_GuelphTEAMR_S41_L001,UK012H1T0_GuelphTEAMR_S53_L001,UK031H1T0_GuelphTEAMR_S4_L002,UK038D2T0_GuelphTEAMR_S13_L002,UK026D1T0_GuelphTEAMR_S1_L002,PT218D1T0_GuelphTEAMR_S61_L002,PT125D1T0_GuelphTEAMR_S44_L002,UK015D1T0_GuelphTEAMR_S60_L001,PT221D1T0_GuelphTEAMR_S66_L002,PT010D1T0_GuelphTEAMR_S3_L001,UK020D1T0_GuelphTEAMR_S67_L001,UK033H1T0_GuelphTEAMR_S6_L002,PT014D1T0_GuelphTEAMR_S7_L001,PT054H1T0_GuelphTEAMR_S43_L001,PT120H2T0_GuelphTEAMR_S33_L002,PT046D1T0_GuelphTEAMR_S30_L001,UK036D1T0_GuelphTEAMR_S11_L002,UK019H2T0_GuelphTEAMR_S64_L001,PT024D1T0B_GuelphTEAMR_S71_L002,UK053D1T0_GuelphTEAMR_S21_L002,UK014H2T0_GuelphTEAMR_S56_L001,PT131H2T0_GuelphTEAMR_S49_L002,PT205H2T0_GuelphTEAMR_S54_L002,PT026D1T0_GuelphTEAMR_S28_L001,UK053H1T0_GuelphTEAMR_S20_L002,PT120D3T1_GuelphTEAMR_S41_L002,PT052H1T0_GuelphTEAMR_S39_L001,PT114H2T1_GuelphTEAMR_S26_L002,UK019H1T0_GuelphTEAMR_S63_L001,PT051D1T0_GuelphTEAMR_S35_L001,UK002H1T0_GuelphTEAMR_S45_L001,PT131D1T0_GuelphTEAMR_S50_L002,PT050D1T0_GuelphTEAMR_S32_L001,PT131D1T1_GuelphTEAMR_S53_L002,UK026H1T0_GuelphTEAMR_S68_L001,PT019H2T0_GuelphTEAMR_S16_L001,PT015D1T0_GuelphTEAMR_S12_L001,UK005D1T0_GuelphTEAMR_S50_L001,UK034D1T0_GuelphTEAMR_S9_L002,PT019D1T0_GuelphTEAMR_S17_L001,PT051D3T0_GuelphTEAMR_S37_L001,PT012H1T0_GuelphTEAMR_S4_L001,UK044D1T0_GuelphTEAMR_S15_L002,UK036D1T0B_GuelphTEAMR_S76_L002,PT131H1T0_GuelphTEAMR_S48_L002,UK047D1T0B_GuelphTEAMR_S77_L002,PT205H4T0_GuelphTEAMR_S55_L002,PT019D1T0B_GuelphTEAMR_S70_L002,UK014H1T0_GuelphTEAMR_S55_L001,UK015H2T0_GuelphTEAMR_S59_L001,UK002D1T0_GuelphTEAMR_S47_L001,PT015H1T0_GuelphTEAMR_S8_L001,PT125H1T1_GuelphTEAMR_S45_L002,PT023H1T0_GuelphTEAMR_S21_L001,PT054D1T0_GuelphTEAMR_S44_L001,PT015H3T0_GuelphTEAMR_S10_L001,PT125H2T0_GuelphTEAMR_S43_L002,PT125D1T1_GuelphTEAMR_S47_L002,PT046H1T0_GuelphTEAMR_S29_L001,PT010H2T0_GuelphTEAMR_S2_L001,PT010H1T0_GuelphTEAMR_S1_L001,UK019D1T0_GuelphTEAMR_S65_L001,PT218H1T1_GuelphTEAMR_S62_L002,PT120D3T0_GuelphTEAMR_S36_L002,PT114H2T0_GuelphTEAMR_S23_L002,PT014H1T0_GuelphTEAMR_S6_L001,PT114H1T1_GuelphTEAMR_S25_L002,PT024H1T0_GuelphTEAMR_S24_L001,PT051D2T0_GuelphTEAMR_S36_L001,PT118H1T1_GuelphTEAMR_S30_L002,UK014D1T0B_GuelphTEAMR_S75_L002,UK012D1T0_GuelphTEAMR_S54_L001,PT205D1T0_GuelphTEAMR_S56_L002,PT131H1T1_GuelphTEAMR_S51_L002,PT221H1T0_GuelphTEAMR_S64_L002,PT221H2T0_GuelphTEAMR_S65_L002,UK047H1T0_GuelphTEAMR_S18_L002,PT120H2T1_GuelphTEAMR_S38_L002,PT131H2T1_GuelphTEAMR_S52_L002,PT118H1T0_GuelphTEAMR_S28_L002,PT017H1T0_GuelphTEAMR_S13_L001,PT051H2T0_GuelphTEAMR_S34_L001,UK038H1T0_GuelphTEAMR_S12_L002,PT024H2T0_GuelphTEAMR_S25_L001,UK020H1T0_GuelphTEAMR_S66_L001,UK028H1T0_GuelphTEAMR_S2_L002,PT120D2T1_GuelphTEAMR_S40_L002,PT118D1T1_GuelphTEAMR_S31_L002,PT019H1T0_GuelphTEAMR_S15_L001,PT205D1T1_GuelphTEAMR_S59_L002,PT026H1T0_GuelphTEAMR_S27_L001,PT052D1T0_GuelphTEAMR_S40_L001,UK005H1T0_GuelphTEAMR_S48_L001,PT050H1T0_GuelphTEAMR_S31_L001,PT125H1T0_GuelphTEAMR_S42_L002,PT051D5T0_GuelphTEAMR_S38_L001,UK033D1T0_GuelphTEAMR_S7_L002,PT205H2T1_GuelphTEAMR_S57_L002,PT053D1T0_GuelphTEAMR_S42_L001,UK005H2T0_GuelphTEAMR_S49_L001,UK044D3T0_GuelphTEAMR_S17_L002,PT023D1T0_GuelphTEAMR_S23_L001,UK044H1T0_GuelphTEAMR_S14_L002,PT118D1T0_GuelphTEAMR_S29_L002,PT046D1T0B_GuelphTEAMR_S72_L002,PT050D1T0B_GuelphTEAMR_S73_L002
MEG_7630|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEG_6503|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILE,0.0,0.0,6.0,80.0,100.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,569.0,0.0,470.0,0.0,43.0,0.0,0.0,0.0,0.0,696.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,22.0,0.0,0.0,0.0,0.0,662.0,0.0,548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,5.0,0.0,783.0,57.0,0.0,22.0,0.0,0.0,0.0,7.0,311.0,0.0,0.0,29.0,0.0,31.0,6.0,0.0,440.0,5.0,0.0,35.0,0.0,0.0,0.0,53.0,108.0,402.0,4.0,18.0,54.0,0.0,17.0,0.0,0.0,0.0,145.0,0.0,0.0,170.0,254.0,13.0,60.0,0.0,0.0,0.0,256.0,14.0,5.0,112.0,729.0,0.0,0.0,0.0,0.0,699.0,19.0,22.0,112.0,0.0,0.0,0.0,14.0,523.0,9.0,159.0,5.0,27.0,565.0,0.0,0.0,592.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
MEG_487|Drugs|betalactams|Class_C_betalactamases|ACT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEG_3661|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA,4.0,0.0,65.0,76.0,346.0,489.0,0.0,369.0,359.0,515.0,29.0,8.0,582.0,514.0,36.0,526.0,200.0,317.0,580.0,319.0,244.0,166.0,372.0,473.0,5.0,238.0,350.0,96.0,23.0,174.0,582.0,476.0,203.0,523.0,433.0,431.0,59.0,161.0,313.0,0.0,210.0,0.0,14.0,579.0,526.0,0.0,25.0,462.0,637.0,22.0,0.0,517.0,93.0,7.0,5.0,161.0,31.0,84.0,504.0,450.0,142.0,363.0,124.0,525.0,143.0,542.0,609.0,16.0,454.0,603.0,6.0,522.0,24.0,72.0,559.0,0.0,71.0,0.0,99.0,150.0,0.0,0.0,237.0,54.0,500.0,0.0,15.0,14.0,8.0,17.0,191.0,457.0,521.0,68.0,84.0,381.0,497.0,307.0,0.0,0.0,273.0,532.0,39.0,40.0,113.0,24.0,301.0,22.0,149.0,0.0,56.0,129.0,474.0,507.0,560.0,265.0,476.0,8.0,374.0,483.0,415.0,187.0,24.0,553.0,392.0,117.0,178.0,550.0,397.0,287.0,164.0,12.0,548.0,183.0,426.0,400.0,0.0,0.0,133.0,396.0,0.0,0.0,12.0,0.0
MEG_3178|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MEG_400|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,182.0,0.0,452.0,0.0,597.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1277.0,0.0,0.0,0.0,0.0,1162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,280.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,1623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,1445.0,0.0,421.0,0.0,0.0,1331.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEG_6734|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,0.0,0.0,0.0,0.0,79.0,647.0,0.0,435.0,0.0,0.0,184.0,0.0,0.0,551.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,697.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,407.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,298.0,564.0,0.0,411.0,0.0,0.0,546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,464.0,0.0,0.0,96.0,163.0,0.0,0.0,0.0,12.0,0.0,10.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,50.0,18.0,0.0,0.0,100.0,0.0,0.0,506.0,0.0,25.0,0.0,0.0,521.0,0.0,49.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
MEG_445|Drugs|betalactams|Class_C_betalactamases|ACT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEG_6621|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0.0,981.0,0.0,0.0,0.0,0.0,381.0,683.0,71.0,1055.0,0.0,0.0,370.0,0.0,41.0,0.0,28.0,641.0,0.0,751.0,0.0,528.0,0.0,1203.0,178.0,0.0,0.0,1029.0,0.0,0.0,0.0,0.0,387.0,0.0,0.0,780.0,0.0,0.0,1328.0,513.0,324.0,0.0,0.0,209.0,0.0,20.0,49.0,0.0,0.0,0.0,0.0,1260.0,395.0,0.0,28.0,0.0,0.0,0.0,13.0,0.0,139.0,0.0,0.0,0.0,462.0,415.0,0.0,678.0,0.0,123.0,0.0,0.0,0.0,0.0,734.0,0.0,0.0,20.0,294.0,223.0,0.0,29.0,859.0,0.0,114.0,0.0,70.0,1007.0,103.0,24.0,476.0,802.0,1085.0,94.0,0.0,75.0,0.0,1314.0,0.0,0.0,34.0,0.0,0.0,0.0,375.0,0.0,98.0,1126.0,0.0,0.0,0.0,1164.0,0.0,98.0,416.0,447.0,27.0,1393.0,0.0,0.0,212.0,735.0,0.0,0.0,172.0,0.0,945.0,649.0,662.0,294.0,0.0,395.0,859.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,56.0,0.0,0.0,0.0
MEG_1642|Drugs|Lipopeptides|Daptomycin-resistant_mutant|CDSA|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEG_1587|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,891.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEG_790|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,0.0,0.0,0.0,396.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0,0.0,423.0,10.0,0.0,0.0,0.0,0.0,75.0,0.0,130.0,519.0,0.0,593.0,201.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,328.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,626.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,46.0,0.0,28.0,24.0,0.0,0.0,260.0,0.0,0.0,0.0,409.0,126.0,0.0,0.0,43.0,146.0,0.0,0.0,78.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEG_6828|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.0,0.0,276.0,0.0,0.0,170.0,0.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,522.0,0.0,334.0,0.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,0.0,0.0,41.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,76.0,0.0,0.0,455.0,0.0,0.0,0.0,0.0,495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEG_6580|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0.0,0.0,0.0,0.0,0.0,922.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,1031.0,0.0,0.0,0.0,0.0,0.0,247.0,0.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1058.0,0.0,1225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,539.0,25.0,0.0,0.0,341.0,1224.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,241.0,0.0,21.0,0.0,0.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,183.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0
MEG_6217|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEG_2731|Drugs|Multi-drug_resistance|Multi-drug_SMR_efflux_regulator|EMRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
